time,ld,pv,c_grid_in,c_grid_out
 10/03  08:00:00,11.85410817,0.236548078,0.1337,0
 10/03  09:00:00,11.90200876,0.480456922,0.1781,0
 10/03  10:00:00,12.08963602,0.623376303,0.1781,0
 10/03  11:00:00,12.26731499,0.736380155,0.1781,0
 10/03  12:00:00,11.8165813,0.770099632,0.1781,0
 10/03  13:00:00,12.71665309,0.73305946,0.1781,0
 10/03  14:00:00,12.82460856,0.653680417,0.1781,0
 10/03  15:00:00,12.94605455,0.504888241,0.1781,0
 10/03  16:00:00,12.92915287,0.314804096,0.1781,0
 10/03  17:00:00,7.872644588,0.094564398,0.1781,0
 10/03  18:00:00,6.673820496,0,0.1781,0
 10/03  19:00:00,8.092362828,0,0.1781,0
 10/03  20:00:00,7.534509945,0,0.1781,0
 10/03  21:00:00,7.534509945,0,0.1781,0
 10/03  22:00:00,5.053026812,0,0.1781,0
 10/03  23:00:00,4.778024131,0,0.1781,0
 10/03  24:00:00,4.778024131,0,0.1781,0
 10/04  01:00:00,4.778024131,0,0.1337,0
 10/04  02:00:00,4.778024131,0,0.1337,0
 10/04  03:00:00,4.778024131,0,0.1337,0
 10/04  04:00:00,4.778024131,0,0.1337,0
 10/04  05:00:00,5.053026812,0,0.1337,0
 10/04  06:00:00,7.02801764,0,0.1337,0
 10/04  07:00:00,6.166770016,0.015592951,0.1337,0
 10/04  08:00:00,11.89234827,0.031726795,0.1337,0
 10/04  09:00:00,12.06947578,0.050481097,0.1781,0
 10/04  10:00:00,12.3859264,0.121332823,0.1781,0
 10/04  11:00:00,12.70031522,0.135558262,0.1781,0
 10/04  12:00:00,12.29254082,0.160099876,0.1781,0
 10/04  13:00:00,13.2362282,0.189734496,0.1781,0
 10/04  14:00:00,13.35455373,0.221829564,0.1781,0
 10/04  15:00:00,13.50817252,0.144297581,0.1781,0
 10/04  16:00:00,13.47237493,0.05118699,0.1781,0
 10/04  17:00:00,8.303912849,0.015904652,0.1781,0
 10/04  18:00:00,6.895451133,0,0.1781,0
 10/04  19:00:00,8.175499412,0,0.1781,0
 10/04  20:00:00,7.579234216,0,0.1781,0
 10/04  21:00:00,7.544817211,0,0.1781,0
 10/04  22:00:00,5.053026812,0,0.1781,0
 10/04  23:00:00,4.778024131,0,0.1781,0
 10/04  24:00:00,4.778024131,0,0.1781,0
 10/05  01:00:00,4.778024131,0,0.1337,0
 10/05  02:00:00,4.778024131,0,0.1337,0
 10/05  03:00:00,4.778024131,0,0.1337,0
 10/05  04:00:00,4.778024131,0,0.1337,0
 10/05  05:00:00,5.053026812,0,0.1337,0
 10/05  06:00:00,7.015343051,0,0.1337,0
 10/05  07:00:00,6.168569242,0.031396096,0.1337,0
 10/05  08:00:00,11.86230297,0.137798157,0.1337,0
 10/05  09:00:00,11.93497782,0.34008601,0.1781,0
 10/05  10:00:00,12.12646601,0.320571914,0.1781,0
 10/05  11:00:00,12.30926878,0.358007517,0.1781,0
 10/05  12:00:00,11.73530919,0.344789437,0.1781,0
 10/05  13:00:00,12.37621285,0.462289032,0.1781,0
 10/05  14:00:00,12.37065579,0.219382768,0.1781,0
 10/05  15:00:00,12.46393557,0.216209029,0.1781,0
 10/05  16:00:00,12.37277434,0.186022305,0.1781,0
 10/05  17:00:00,7.47045813,0.044191686,0.1781,0
 10/05  18:00:00,6.933015307,0,0.1781,0
 10/05  19:00:00,8.084515307,0,0.1781,0
 10/05  20:00:00,7.534509945,0,0.1781,0
 10/05  21:00:00,7.534509945,0,0.1781,0
 10/05  22:00:00,5.053026812,0,0.1781,0
 10/05  23:00:00,4.778024131,0,0.1781,0
 10/05  24:00:00,4.778024131,0,0.1781,0
 10/06  01:00:00,4.778024131,0,0.1337,0
 10/06  02:00:00,4.778024131,0,0.1337,0
 10/06  03:00:00,4.778024131,0,0.1337,0
 10/06  04:00:00,4.778024131,0,0.1337,0
 10/06  05:00:00,5.053026812,0,0.1337,0
 10/06  06:00:00,7.027808749,0,0.1337,0
 10/06  07:00:00,6.16534864,0.004535821,0.1337,0
 10/06  08:00:00,11.85354157,0.035571932,0.1337,0
 10/06  09:00:00,11.83212471,0.070086266,0.1781,0
 10/06  10:00:00,11.93463437,0.105259868,0.1781,0
 10/06  11:00:00,12.06958072,0.180912118,0.1781,0
 10/06  12:00:00,11.60734495,0.503233605,0.1781,0
 10/06  13:00:00,12.42226752,0.645936394,0.1781,0
 10/06  14:00:00,12.51765559,0.537099734,0.1781,0
 10/06  15:00:00,12.5945645,0.361033236,0.1781,0
 10/06  16:00:00,12.63290666,0.1448001,0.1781,0
 10/06  17:00:00,7.654749883,0.10107233,0.1781,0
 10/06  18:00:00,6.948027476,0,0.1781,0
 10/06  19:00:00,8.084515307,0,0.1781,0
 10/06  20:00:00,7.534509945,0,0.1781,0
 10/06  21:00:00,7.534509945,0,0.1781,0
 10/06  22:00:00,5.053026812,0,0.1781,0
 10/06  23:00:00,4.778024131,0,0.1781,0
 10/06  24:00:00,4.778024131,0,0.1781,0
 10/07  01:00:00,4.228018768,0,0.1337,0
 10/07  02:00:00,4.228018768,0,0.1337,0
 10/07  03:00:00,4.228018768,0,0.1337,0
 10/07  04:00:00,4.228018768,0,0.1337,0
 10/07  05:00:00,4.228018768,0,0.1337,0
 10/07  06:00:00,7.015567107,0,0.1337,0
 10/07  07:00:00,5.452855095,0.005986834,0.1337,0
 10/07  08:00:00,6.336305912,0.031973941,0.1337,0
 10/07  09:00:00,6.332561061,0.064788008,0.1781,0
 10/07  10:00:00,6.334668815,0.112311879,0.1781,0
 10/07  11:00:00,6.44022799,0.127868178,0.1781,0
 10/07  12:00:00,4.862179783,0.122477943,0.1781,0
 10/07  13:00:00,4.912262459,0.11402019,0.1781,0
 10/07  14:00:00,4.827908338,0.14061751,0.1781,0
 10/07  15:00:00,4.840672206,0.0848617,0.1781,0
 10/07  16:00:00,4.737281625,0.052816515,0.1781,0
 10/07  17:00:00,3.856496539,0.03326097,0.1781,0
 10/07  18:00:00,3.076518768,0,0.1781,0
 10/07  19:00:00,4.228018768,0,0.1781,0
 10/07  20:00:00,4.228018768,0,0.1781,0
 10/07  21:00:00,4.228018768,0,0.1781,0
 10/07  22:00:00,4.228018768,0,0.1781,0
 10/07  23:00:00,4.228018768,0,0.1781,0
 10/07  24:00:00,4.228018768,0,0.1781,0
 10/08  01:00:00,4.228018768,0,0.1337,0
 10/08  02:00:00,4.228018768,0,0.1337,0
 10/08  03:00:00,4.228018768,0,0.1337,0
 10/08  04:00:00,4.228018768,0,0.1337,0
 10/08  05:00:00,4.228018768,0,0.1337,0
 10/08  06:00:00,4.228018768,0,0.1337,0
 10/08  07:00:00,2.692685435,0,0.1337,0
 10/08  08:00:00,1.925018768,0.047346614,0.1337,0
 10/08  09:00:00,1.925018768,0.130336886,0.1781,0
 10/08  10:00:00,1.925018768,0.183155515,0.1781,0
 10/08  11:00:00,1.925018768,0.297573639,0.1781,0
 10/08  12:00:00,1.925018768,0.548335332,0.1781,0
 10/08  13:00:00,1.925018768,0.62262887,0.1781,0
 10/08  14:00:00,1.925018768,0.552152777,0.1781,0
 10/08  15:00:00,1.925018768,0.423566287,0.1781,0
 10/08  16:00:00,1.925018768,0.246641599,0.1781,0
 10/08  17:00:00,1.925018768,0.070178434,0.1781,0
 10/08  18:00:00,3.076518768,0,0.1781,0
 10/08  19:00:00,4.228018768,0,0.1781,0
 10/08  20:00:00,4.228018768,0,0.1781,0
 10/08  21:00:00,4.228018768,0,0.1781,0
 10/08  22:00:00,4.228018768,0,0.1781,0
 10/08  23:00:00,4.228018768,0,0.1781,0
 10/08  24:00:00,4.228018768,0,0.1781,0
 10/09  01:00:00,4.228018768,0,0.1337,0
 10/09  02:00:00,4.228018768,0,0.1337,0
 10/09  03:00:00,4.228018768,0,0.1337,0
 10/09  04:00:00,4.228018768,0,0.1337,0
 10/09  05:00:00,4.228018768,0,0.1337,0
 10/09  06:00:00,4.228018768,0,0.1337,0
 10/09  07:00:00,2.692685435,0.009215458,0.1337,0
 10/09  08:00:00,1.925018768,0.111505663,0.1337,0
 10/09  09:00:00,1.925018768,0.21999443,0.1781,0
 10/09  10:00:00,1.925018768,0.227331329,0.1781,0
 10/09  11:00:00,1.925018768,0.619230159,0.1781,0
 10/09  12:00:00,1.925018768,0.659302248,0.1781,0
 10/09  13:00:00,1.925018768,0.644987055,0.1781,0
 10/09  14:00:00,1.925018768,0.571868686,0.1781,0
 10/09  15:00:00,1.925018768,0.441737865,0.1781,0
 10/09  16:00:00,1.925018768,0.257108208,0.1781,0
 10/09  17:00:00,1.925018768,0.065083415,0.1781,0
 10/09  18:00:00,3.076518768,0,0.1781,0
 10/09  19:00:00,4.228018768,0,0.1781,0
 10/09  20:00:00,4.228018768,0,0.1781,0
 10/09  21:00:00,4.228018768,0,0.1781,0
 10/09  22:00:00,4.228018768,0,0.1781,0
 10/09  23:00:00,4.228018768,0,0.1781,0
 10/09  24:00:00,4.228018768,0,0.1781,0
 10/10  01:00:00,4.778024131,0,0.1337,0
 10/10  02:00:00,4.778024131,0,0.1337,0
 10/10  03:00:00,4.778024131,0,0.1337,0
 10/10  04:00:00,4.778024131,0,0.1337,0
 10/10  05:00:00,5.053026812,0,0.1337,0
 10/10  06:00:00,6.999155061,0,0.1337,0
 10/10  07:00:00,6.549181974,0.002914389,0.1337,0
 10/10  08:00:00,11.85969479,0.013216963,0.1337,0
 10/10  09:00:00,11.83157429,0.066103262,0.1781,0
 10/10  10:00:00,11.83157429,0.090462235,0.1781,0
 10/10  11:00:00,11.83157429,0.097269629,0.1781,0
 10/10  12:00:00,11.28156893,0.203456507,0.1781,0
 10/10  13:00:00,11.84227613,0.078867467,0.1781,0
 10/10  14:00:00,11.87851081,0.066367177,0.1781,0
 10/10  15:00:00,11.87579899,0.131506752,0.1781,0
 10/10  16:00:00,11.9312743,0.114190905,0.1781,0
 10/10  17:00:00,7.431531394,0.037904173,0.1781,0
 10/10  18:00:00,7.31684864,0,0.1781,0
 10/10  19:00:00,8.084515307,0,0.1781,0
 10/10  20:00:00,7.534509945,0,0.1781,0
 10/10  21:00:00,7.534509945,0,0.1781,0
 10/10  22:00:00,5.053026812,0,0.1781,0
 10/10  23:00:00,4.778024131,0,0.1781,0
 10/10  24:00:00,4.778024131,0,0.1781,0
 10/11  01:00:00,4.778024131,0,0.1337,0
 10/11  02:00:00,4.778024131,0,0.1337,0
 10/11  03:00:00,4.778024131,0,0.1337,0
 10/11  04:00:00,4.778024131,0,0.1337,0
 10/11  05:00:00,5.053026812,0,0.1337,0
 10/11  06:00:00,6.992897431,0,0.1337,0
 10/11  07:00:00,6.549181974,0.003698653,0.1337,0
 10/11  08:00:00,11.83515768,0.024475522,0.1337,0
 10/11  09:00:00,11.83290595,0.026556178,0.1781,0
 10/11  10:00:00,11.83236871,0.080776433,0.1781,0
 10/11  11:00:00,11.91323528,0.109477937,0.1781,0
 10/11  12:00:00,11.46313491,0.255769793,0.1781,0
 10/11  13:00:00,12.12281603,0.205216396,0.1781,0
 10/11  14:00:00,12.15234128,0.074946911,0.1781,0
 10/11  15:00:00,12.19579579,0.063805066,0.1781,0
 10/11  16:00:00,12.16287213,0.053370075,0.1781,0
 10/11  17:00:00,7.460831468,0.034098173,0.1781,0
 10/11  18:00:00,7.31684864,0,0.1781,0
 10/11  19:00:00,8.084515307,0,0.1781,0
 10/11  20:00:00,7.534509945,0,0.1781,0
 10/11  21:00:00,7.534509945,0,0.1781,0
 10/11  22:00:00,5.053026812,0,0.1781,0
 10/11  23:00:00,4.778024131,0,0.1781,0
 10/11  24:00:00,4.778024131,0,0.1781,0
 10/12  01:00:00,4.778024131,0,0.1337,0
 10/12  02:00:00,4.778024131,0,0.1337,0
 10/12  03:00:00,4.778024131,0,0.1337,0
 10/12  04:00:00,4.778024131,0,0.1337,0
 10/12  05:00:00,5.053026812,0,0.1337,0
 10/12  06:00:00,7.001602924,0,0.1337,0
 10/12  07:00:00,6.549181974,0.002349148,0.1337,0
 10/12  08:00:00,11.83513958,0.017823883,0.1337,0
 10/12  09:00:00,11.83243781,0.019525973,0.1781,0
 10/12  10:00:00,11.83982098,0.054931928,0.1781,0
 10/12  11:00:00,11.96774689,0.060081828,0.1781,0
 10/12  12:00:00,11.50315105,0.084483446,0.1781,0
 10/12  13:00:00,12.16993763,0.079083726,0.1781,0
 10/12  14:00:00,12.2021167,0.128220358,0.1781,0
 10/12  15:00:00,12.25961235,0.095433661,0.1781,0
 10/12  16:00:00,12.22949587,0.051385203,0.1781,0
 10/12  17:00:00,7.47172878,0.015951488,0.1781,0
 10/12  18:00:00,7.31684864,0,0.1781,0
 10/12  19:00:00,8.084515307,0,0.1781,0
 10/12  20:00:00,7.534509945,0,0.1781,0
 10/12  21:00:00,7.534509945,0,0.1781,0
 10/12  22:00:00,5.053026812,0,0.1781,0
 10/12  23:00:00,4.778024131,0,0.1781,0
 10/12  24:00:00,4.778024131,0,0.1781,0
 10/13  01:00:00,4.778024131,0,0.1337,0
 10/13  02:00:00,4.778024131,0,0.1337,0
 10/13  03:00:00,4.778024131,0,0.1337,0
 10/13  04:00:00,4.778024131,0,0.1337,0
 10/13  05:00:00,5.053026812,0,0.1337,0
 10/13  06:00:00,7.000308779,0,0.1337,0
 10/13  07:00:00,6.549181974,0.002167069,0.1337,0
 10/13  08:00:00,11.83289373,0.019700311,0.1337,0
 10/13  09:00:00,11.83157429,0.068205669,0.1781,0
 10/13  10:00:00,11.83157429,0.084915724,0.1781,0
 10/13  11:00:00,11.83157429,0.333118847,0.1781,0
 10/13  12:00:00,11.28156893,0.442055622,0.1781,0
 10/13  13:00:00,11.84149742,0.364867634,0.1781,0
 10/13  14:00:00,11.83157429,0.518000336,0.1781,0
 10/13  15:00:00,11.83157429,0.380692836,0.1781,0
 10/13  16:00:00,11.83157429,0.215916625,0.1781,0
 10/13  17:00:00,7.431531394,0.034044113,0.1781,0
 10/13  18:00:00,7.31684864,0,0.1781,0
 10/13  19:00:00,8.084515307,0,0.1781,0
 10/13  20:00:00,7.534509945,0,0.1781,0
 10/13  21:00:00,7.534509945,0,0.1781,0
 10/13  22:00:00,5.053026812,0,0.1781,0
 10/13  23:00:00,4.778024131,0,0.1781,0
 10/13  24:00:00,4.778024131,0,0.1781,0
 10/14  01:00:00,4.228018768,0,0.1337,0
 10/14  02:00:00,4.228018768,0,0.1337,0
 10/14  03:00:00,4.228018768,0,0.1337,0
 10/14  04:00:00,4.228018768,0,0.1337,0
 10/14  05:00:00,4.228018768,0,0.1337,0
 10/14  06:00:00,6.986686505,0,0.1337,0
 10/14  07:00:00,5.833004582,0.006581778,0.1337,0
 10/14  08:00:00,6.331520669,0.038144329,0.1337,0
 10/14  09:00:00,6.331520669,0.073062559,0.1781,0
 10/14  10:00:00,6.333272248,0.190788546,0.1781,0
 10/14  11:00:00,6.331520669,0.441617709,0.1781,0
 10/14  12:00:00,4.681504582,0.548677271,0.1781,0
 10/14  13:00:00,4.681504582,0.475097793,0.1781,0
 10/14  14:00:00,4.681504582,0.515292182,0.1781,0
 10/14  15:00:00,4.681504582,0.447998767,0.1781,0
 10/14  16:00:00,4.681504582,0.23864611,0.1781,0
 10/14  17:00:00,3.856496539,0.031517705,0.1781,0
 10/14  18:00:00,3.460352102,0,0.1781,0
 10/14  19:00:00,4.228018768,0,0.1781,0
 10/14  20:00:00,4.228018768,0,0.1781,0
 10/14  21:00:00,4.228018768,0,0.1781,0
 10/14  22:00:00,4.228018768,0,0.1781,0
 10/14  23:00:00,4.228018768,0,0.1781,0
 10/14  24:00:00,4.228018768,0,0.1781,0
 10/15  01:00:00,4.228018768,0,0.1337,0
 10/15  02:00:00,4.228018768,0,0.1337,0
 10/15  03:00:00,4.228018768,0,0.1337,0
 10/15  04:00:00,4.228018768,0,0.1337,0
 10/15  05:00:00,4.228018768,0,0.1337,0
 10/15  06:00:00,4.228018768,0,0.1337,0
 10/15  07:00:00,3.076518768,0.013694293,0.1337,0
 10/15  08:00:00,1.925018768,0.060857544,0.1337,0
 10/15  09:00:00,1.925018768,0.230332361,0.1781,0
 10/15  10:00:00,1.925018768,0.582445587,0.1781,0
 10/15  11:00:00,1.925018768,0.571609279,0.1781,0
 10/15  12:00:00,1.925018768,0.524672454,0.1781,0
 10/15  13:00:00,1.925018768,0.481189133,0.1781,0
 10/15  14:00:00,1.925018768,0.338245644,0.1781,0
 10/15  15:00:00,1.925018768,0.27479821,0.1781,0
 10/15  16:00:00,1.925018768,0.250288001,0.1781,0
 10/15  17:00:00,1.925018768,0.017285976,0.1781,0
 10/15  18:00:00,3.844185435,0,0.1781,0
 10/15  19:00:00,4.228018768,0,0.1781,0
 10/15  20:00:00,4.228018768,0,0.1781,0
 10/15  21:00:00,4.228018768,0,0.1781,0
 10/15  22:00:00,4.228018768,0,0.1781,0
 10/15  23:00:00,4.228018768,0,0.1781,0
 10/15  24:00:00,4.228018768,0,0.1781,0
 10/16  01:00:00,4.778024131,0,0.1337,0
 10/16  02:00:00,4.778024131,0,0.1337,0
 10/16  03:00:00,4.778024131,0,0.1337,0
 10/16  04:00:00,4.778024131,0,0.1337,0
 10/16  05:00:00,5.053026812,0,0.1337,0
 10/16  06:00:00,6.984504582,0,0.1337,0
 10/16  07:00:00,6.933015307,0.009354512,0.1337,0
 10/16  08:00:00,11.83251631,0.114109306,0.1337,0
 10/16  09:00:00,11.83493036,0.184875332,0.1781,0
 10/16  10:00:00,11.8334863,0.288047936,0.1781,0
 10/16  11:00:00,11.83157429,0.574790207,0.1781,0
 10/16  12:00:00,11.36309797,0.635551753,0.1781,0
 10/16  13:00:00,12.04038158,0.582571834,0.1781,0
 10/16  14:00:00,12.0150145,0.451118922,0.1781,0
 10/16  15:00:00,11.98411732,0.312816877,0.1781,0
 10/16  16:00:00,11.9487581,0.217218642,0.1781,0
 10/16  17:00:00,7.431531394,0,0.1781,0
 10/16  18:00:00,7.700681974,0,0.1781,0
 10/16  19:00:00,8.084515307,0,0.1781,0
 10/16  20:00:00,7.534509945,0,0.1781,0
 10/16  21:00:00,7.534509945,0,0.1781,0
 10/16  22:00:00,5.053026812,0,0.1781,0
 10/16  23:00:00,4.778024131,0,0.1781,0
 10/16  24:00:00,4.778024131,0,0.1781,0
 10/17  01:00:00,4.778024131,0,0.1337,0
 10/17  02:00:00,4.778024131,0,0.1337,0
 10/17  03:00:00,4.778024131,0,0.1337,0
 10/17  04:00:00,4.778024131,0,0.1337,0
 10/17  05:00:00,5.053026812,0,0.1337,0
 10/17  06:00:00,6.991178892,0,0.1337,0
 10/17  07:00:00,6.933015307,0.007419275,0.1337,0
 10/17  08:00:00,11.84529096,0.156100455,0.1337,0
 10/17  09:00:00,11.83157429,0.326679637,0.1781,0
 10/17  10:00:00,11.83157429,0.460173895,0.1781,0
 10/17  11:00:00,11.83157429,0.533208183,0.1781,0
 10/17  12:00:00,11.28156893,0.540756666,0.1781,0
 10/17  13:00:00,11.84270407,0.588425897,0.1781,0
 10/17  14:00:00,11.83157429,0.532775187,0.1781,0
 10/17  15:00:00,11.83157429,0.397038656,0.1781,0
 10/17  16:00:00,11.83157429,0.208021401,0.1781,0
 10/17  17:00:00,7.431531394,0,0.1781,0
 10/17  18:00:00,7.700681974,0,0.1781,0
 10/17  19:00:00,8.084515307,0,0.1781,0
 10/17  20:00:00,7.534509945,0,0.1781,0
 10/17  21:00:00,7.534509945,0,0.1781,0
 10/17  22:00:00,5.053026812,0,0.1781,0
 10/17  23:00:00,4.778024131,0,0.1781,0
 10/17  24:00:00,4.778024131,0,0.1781,0
 10/18  01:00:00,4.778024131,0,0.1337,0
 10/18  02:00:00,4.778024131,0,0.1337,0
 10/18  03:00:00,4.778024131,0,0.1337,0
 10/18  04:00:00,4.778024131,0,0.1337,0
 10/18  05:00:00,5.053026812,0,0.1337,0
 10/18  06:00:00,6.988944472,0,0.1337,0
 10/18  07:00:00,6.933015307,0.000938605,0.1337,0
 10/18  08:00:00,11.83738894,0.009657444,0.1337,0
 10/18  09:00:00,11.83157429,0.018217271,0.1781,0
 10/18  10:00:00,11.83157429,0.108798603,0.1781,0
 10/18  11:00:00,11.83318619,0.088240491,0.1781,0
 10/18  12:00:00,11.28207549,0.179589098,0.1781,0
 10/18  13:00:00,11.8426568,0.344379452,0.1781,0
 10/18  14:00:00,11.83157429,0.243440448,0.1781,0
 10/18  15:00:00,11.83157429,0.17133117,0.1781,0
 10/18  16:00:00,11.84163052,0.109444128,0.1781,0
 10/18  17:00:00,7.431531394,0,0.1781,0
 10/18  18:00:00,7.700681974,0,0.1781,0
 10/18  19:00:00,8.084515307,0,0.1781,0
 10/18  20:00:00,7.534509945,0,0.1781,0
 10/18  21:00:00,7.534509945,0,0.1781,0
 10/18  22:00:00,5.053026812,0,0.1781,0
 10/18  23:00:00,4.778024131,0,0.1781,0
 10/18  24:00:00,4.778024131,0,0.1781,0
 10/19  01:00:00,4.778024131,0,0.1337,0
 10/19  02:00:00,4.778024131,0,0.1337,0
 10/19  03:00:00,4.778024131,0,0.1337,0
 10/19  04:00:00,4.778024131,0,0.1337,0
 10/19  05:00:00,5.053026812,0,0.1337,0
 10/19  06:00:00,6.993658433,0,0.1337,0
 10/19  07:00:00,6.933015307,0.004062575,0.1337,0
 10/19  08:00:00,11.83833928,0.098759024,0.1337,0
 10/19  09:00:00,11.83157429,0.080089884,0.1781,0
 10/19  10:00:00,11.83157429,0.106181424,0.1781,0
 10/19  11:00:00,11.83157429,0.403431019,0.1781,0
 10/19  12:00:00,11.28156893,0.635370521,0.1781,0
 10/19  13:00:00,11.8825745,0.616808121,0.1781,0
 10/19  14:00:00,11.86174862,0.517622411,0.1781,0
 10/19  15:00:00,11.83591455,0.289870872,0.1781,0
 10/19  16:00:00,11.83157429,0.10452043,0.1781,0
 10/19  17:00:00,7.431531394,0,0.1781,0
 10/19  18:00:00,7.700681974,0,0.1781,0
 10/19  19:00:00,8.084515307,0,0.1781,0
 10/19  20:00:00,7.534509945,0,0.1781,0
 10/19  21:00:00,7.534509945,0,0.1781,0
 10/19  22:00:00,5.053026812,0,0.1781,0
 10/19  23:00:00,4.778024131,0,0.1781,0
 10/19  24:00:00,4.778024131,0,0.1781,0
 10/20  01:00:00,4.778024131,0,0.1337,0
 10/20  02:00:00,4.778024131,0,0.1337,0
 10/20  03:00:00,4.778024131,0,0.1337,0
 10/20  04:00:00,4.778024131,0,0.1337,0
 10/20  05:00:00,5.053026812,0,0.1337,0
 10/20  06:00:00,7.000226063,0,0.1337,0
 10/20  07:00:00,6.933015307,0.002410039,0.1337,0
 10/20  08:00:00,11.85405184,0.052580255,0.1337,0
 10/20  09:00:00,11.83157429,0.292201632,0.1781,0
 10/20  10:00:00,11.83157429,0.327663942,0.1781,0
 10/20  11:00:00,11.83157429,0.337398025,0.1781,0
 10/20  12:00:00,11.28156893,0.260336417,0.1781,0
 10/20  13:00:00,11.84201989,0.167576281,0.1781,0
 10/20  14:00:00,11.83157429,0.045237135,0.1781,0
 10/20  15:00:00,11.83157429,0.045775117,0.1781,0
 10/20  16:00:00,11.83157429,0.031408527,0.1781,0
 10/20  17:00:00,7.431531394,0,0.1781,0
 10/20  18:00:00,8.084515307,0,0.1781,0
 10/20  19:00:00,8.084515307,0,0.1781,0
 10/20  20:00:00,7.534509945,0,0.1781,0
 10/20  21:00:00,7.534509945,0,0.1781,0
 10/20  22:00:00,5.053026812,0,0.1781,0
 10/20  23:00:00,4.778024131,0,0.1781,0
 10/20  24:00:00,4.778024131,0,0.1781,0
 10/21  01:00:00,4.228018768,0,0.1337,0
 10/21  02:00:00,4.228018768,0,0.1337,0
 10/21  03:00:00,4.228018768,0,0.1337,0
 10/21  04:00:00,4.228018768,0,0.1337,0
 10/21  05:00:00,4.228018768,0,0.1337,0
 10/21  06:00:00,6.9933889,0,0.1337,0
 10/21  07:00:00,6.216837916,0.001177811,0.1337,0
 10/21  08:00:00,6.331520669,0.023908218,0.1337,0
 10/21  09:00:00,6.331520669,0.051825248,0.1781,0
 10/21  10:00:00,6.331520669,0.048574345,0.1781,0
 10/21  11:00:00,6.331520669,0.078434427,0.1781,0
 10/21  12:00:00,4.681504582,0.100627502,0.1781,0
 10/21  13:00:00,4.681504582,0.100116911,0.1781,0
 10/21  14:00:00,4.681504582,0.155858658,0.1781,0
 10/21  15:00:00,4.681504582,0.227395792,0.1781,0
 10/21  16:00:00,4.681504582,0.138907695,0.1781,0
 10/21  17:00:00,3.856496539,0,0.1781,0
 10/21  18:00:00,4.228018768,0,0.1781,0
 10/21  19:00:00,4.228018768,0,0.1781,0
 10/21  20:00:00,4.228018768,0,0.1781,0
 10/21  21:00:00,4.228018768,0,0.1781,0
 10/21  22:00:00,4.228018768,0,0.1781,0
 10/21  23:00:00,4.228018768,0,0.1781,0
 10/21  24:00:00,4.228018768,0,0.1781,0
 10/22  01:00:00,4.228018768,0,0.1337,0
 10/22  02:00:00,4.228018768,0,0.1337,0
 10/22  03:00:00,4.228018768,0,0.1337,0
 10/22  04:00:00,4.228018768,0,0.1337,0
 10/22  05:00:00,4.228018768,0,0.1337,0
 10/22  06:00:00,4.228018768,0,0.1337,0
 10/22  07:00:00,3.460352102,0.000297874,0.1337,0
 10/22  08:00:00,1.925018768,0.005049214,0.1337,0
 10/22  09:00:00,1.925018768,0.01744878,0.1781,0
 10/22  10:00:00,1.925018768,0.047487528,0.1781,0
 10/22  11:00:00,1.925018768,0.175953244,0.1781,0
 10/22  12:00:00,1.925018768,0.092138424,0.1781,0
 10/22  13:00:00,1.925018768,0.095518858,0.1781,0
 10/22  14:00:00,1.925018768,0.081591507,0.1781,0
 10/22  15:00:00,1.925018768,0.055991618,0.1781,0
 10/22  16:00:00,1.925018768,0.032775515,0.1781,0
 10/22  17:00:00,1.925018768,0,0.1781,0
 10/22  18:00:00,4.228018768,0,0.1781,0
 10/22  19:00:00,4.228018768,0,0.1781,0
 10/22  20:00:00,4.228018768,0,0.1781,0
 10/22  21:00:00,4.228018768,0,0.1781,0
 10/22  22:00:00,4.228018768,0,0.1781,0
 10/22  23:00:00,4.228018768,0,0.1781,0
 10/22  24:00:00,4.228018768,0,0.1781,0
 10/23  01:00:00,4.778024131,0,0.1337,0
 10/23  02:00:00,4.778024131,0,0.1337,0
 10/23  03:00:00,4.778024131,0,0.1337,0
 10/23  04:00:00,4.778024131,0,0.1337,0
 10/23  05:00:00,5.053026812,0,0.1337,0
 10/23  06:00:00,6.984504582,0,0.1337,0
 10/23  07:00:00,7.31684864,0,0.1337,0
 10/23  08:00:00,11.83157429,0.006665529,0.1337,0
 10/23  09:00:00,11.83157429,0.026617698,0.1781,0
 10/23  10:00:00,11.83157429,0.067552755,0.1781,0
 10/23  11:00:00,11.83157429,0.099463626,0.1781,0
 10/23  12:00:00,11.28156893,0.056202106,0.1781,0
 10/23  13:00:00,11.84342584,0.090830644,0.1781,0
 10/23  14:00:00,11.83874194,0.088539492,0.1781,0
 10/23  15:00:00,11.94243598,0.031658674,0.1781,0
 10/23  16:00:00,11.96363854,0.055517207,0.1781,0
 10/23  17:00:00,7.431531394,0,0.1781,0
 10/23  18:00:00,8.084515307,0,0.1781,0
 10/23  19:00:00,8.084515307,0,0.1781,0
 10/23  20:00:00,7.534509945,0,0.1781,0
 10/23  21:00:00,7.534509945,0,0.1781,0
 10/23  22:00:00,5.053026812,0,0.1781,0
 10/23  23:00:00,4.778024131,0,0.1781,0
 10/23  24:00:00,4.778024131,0,0.1781,0
 10/24  01:00:00,4.778024131,0,0.1337,0
 10/24  02:00:00,4.778024131,0,0.1337,0
 10/24  03:00:00,4.778024131,0,0.1337,0
 10/24  04:00:00,4.778024131,0,0.1337,0
 10/24  05:00:00,5.053026812,0,0.1337,0
 10/24  06:00:00,6.987157971,0,0.1337,0
